example_id,query,query_id,product_id,product_locale,esci_label,small_version,large_version,split,product_title,product_description,product_bullet_point,product_brand,product_color
3520,&ハニー シャンプー,116,B07TGTDHRG,jp,E,1,1,train,ビューティーエクスペリエンス ハニーチェ　クリーミーハニーシャンプー詰替400ml,ハニーチェクリーミーハニー　シャンプー詰替,常温,b-ex,
3510,&ハニー シャンプー,116,B07WS6TRZB,jp,E,1,1,train,ハニープラス スムース&リペアシャンプー 傷んだ髪用 500ML 2個セット,髪と地肌にやさしい生ハチミツを使った弾力泡の弱酸性シャンプー!サロン品質の高級シャンプーを手軽な価格で実感できる弱酸性のシャンプー。傷んだ髪をやさしく洗うアミノ酸系の洗浄成分を使用。クリーミーな弾力泡と生ハチミツが洗髪時の摩擦から髪を守ります。翌朝の髪が「しっとり・つるりん」のサラ艶に。アップルローズ&ハニーの香りにも癒されます。,ハニープラス スムース&リペアシャンプー 傷んだ髪用 500ML 2個セット,ハニープラス,
3503,&ハニー シャンプー,116,B07WTBVY3S,jp,E,1,1,train,ハニープラス エアリートリートメント 500ML ２個セット,ふんわりまとまる!髪と地肌にやさしい生ハチミツを使った柔らかい髪用トリートメント!サロン品質のトリートメントを手軽な価格で実感できるコンディショナー。細くてボリュームのない髪にハリ、コシをプラス。生ハチミツが広がりやすいダメージヘアをふんわりまとめ艶やかな髪に整えます。翌朝の髪がサラ艶に。アップルローズ&ハニーの香りにも癒されます。,ハニープラス エアリートリートメント 500ML ２個セット,ハニープラス,
3505,&ハニー シャンプー,116,B07X8GQTCX,jp,E,1,1,train,Dove(ダヴ) ダヴ ボタニカルセレクション ナチュラルシャイン シャンプー つめかえ用 350g 350グラム (x 1),,"サイズ:350g
原産国:日本
内容量:350g
髪質:ノーマル",Dove(ダヴ),
3508,&ハニー シャンプー,116,B07ZTGR26H,jp,E,1,1,train,ヘアレシピ 【まとめ買い】 ハニーアプリコット エンリッチモイスチャーレシピ シャンプー 詰替え用 330ml×2個,,"サイズ:330ml×2個
原産国:タイ
内容量:330ml×2個
髪質:ノーマル",ヘアレシピ,
3521,&ハニー シャンプー,116,B081C928FL,jp,E,1,1,train,JOEARO(ジョアーロ) JOEARO ジョアーロ シャンプー&トリートメント数量限定トラベルパウチ付きセット 乳酸菌アミノ酸シャンプー 480ml×2+3回分トラベルパウチ付き アミノ酸 シルク系由来成分 植物由来エキス ケラチン セラミド 乳酸菌由来成分 配合 3個アソート,,"アミノ酸系洗浄成分とシルク系洗浄成分を組み合わせたコンディショニングシャンプーとトリートメントのセット。数量限定トラベルパウチ付き
【こだわりの乳酸菌由来成分配合でたっぷり潤う】乾燥しがちな地肌やダメージヘアに馴染みのよい乳酸菌由来の保湿成分配合。たっぷりと潤いを与え、地肌や髪の潤いバランスを整え、地肌や髪の潤いバランスを整え、健やかに保ちます。
【アミノキュートでダメージを集中補修】厳選した15種類のアミノ酸とケラチン、セラミドをバランスよく配合。髪の内部までダメージ補修し、ハリとツヤを与えて潤いを保ちます。
【 さらっと軽やかな指通りの髪に 】シルク由来成分と植物由来エキス配合で髪にしなやかさと潤いを与え軽やかな指通りの髪に仕上げます。マグノリア&フルーティームスクの香り。
サイズ:480ml×2+3回分トラベルパウチ付き、内容量:480×2ml、髪質:全髪質対応",JOEARO(ジョアーロ),
3519,&ハニー シャンプー,116,B089SQJ7FH,jp,E,1,1,train,ハニーチェ クリーミーハニー シャンプー&トリートリートメント つめかえ ペアセット(各2個),成分<br> ・ハニーチェ　クリーミーハニー　シャンプー<br> 水、コカミドプロピルベタイン、オレフィン(C14-16)スルホン酸Na、塩化Na、ハチミツ、加水分解ハチミツタンパク、乳脂、シア脂、γ-ドコサラクトン、ジラウロイルグルタミン酸リシンNa、コカミドメチルMEA、PEG-40水添ヒマシ油、ポリクオタニウム-10、ポリクオタニウム-7、デシルグルコシド、クエン酸、EDTA-2Na、クエン酸Na、セバシン酸ジエチル、安息香酸Na、フェノキシエタノール、香料 <br><br> ・ハニーチェ　クリーミーハニー　トリートメント<br> 水、セテアリルアルコール、水添ポリイソブテン、グリセリン、ジメチコン、ベヘントリモニウムクロリド、ハチミツ、加水分解ハチミツタンパク、乳脂、シア脂、γ-ドコサラクトン、ジラウロイルグルタミン酸リシンNa、ジアルキル(C12-18)ジモニウムクロリド、ベヘニルアルコール、ステアリン酸グリセリル、アモジメチコン、アミノプロピルジメチコン、フェニルトリメチコン、ジメチコノール、クエン酸、クエン酸Na、イソプロパノール、セバシン酸ジエチル、フェノキシエタノール、安息香酸Na、香料,"内容量： 400mL (×2個)+400mL (×2個)
特徴：ハニーチェ　クリーミーハニー　シリーズのシャンプー&トリートメントのつめかえペアセット(各2個)
区　分：シャンプー・ヘアトリートメント／日本製
ご注意：本品記載の使用法・使用上の注意をよくお読みの上ご使用下さい。",ハニーチェ,
3514,&ハニー シャンプー,116,B08VXZG6NK,jp,E,1,1,train,KOSE コーセー ジュレーム リラックス シャンプー （エアリー＆スムース） つめかえ 360mL ねこっ毛・からまる髪をふんわりなめらかに フローラルハニーの香り 詰替え用 360ミリリットル (x 1),,"サイズ:360mL
香り:フローラルハニーの香り
原産国:日本
内容量:360mL
髪質:ねこ毛",ジュレーム,
3515,&ハニー シャンプー,116,B08VXZRD58,jp,E,1,1,train,KOSE コーセー ジュレーム リラックス シャンプー (ストレート&スリーク) つめかえ 360mL うねり・くせがある髪をさらさらストレートに フローラルハニーの香り 詰替え用 360ミリリットル (x 1),,"サイズ:360mL
香り:フローラルハニーの香り
原産国:日本
内容量:360mL
髪質:くせ毛",ジュレーム,
3518,&ハニー シャンプー,116,B09BVQ5RP3,jp,E,1,1,train,アンドハニー シルキー スムースモイスチャー シャンプー トリートメント 詰め替え セット『ゴワついた髪も、指通りするんうるサラ髪へ』,アンドハニー シルキー スムースモイスチャー シャンプー トリートメント 詰め替え セット『ゴワついた髪も、指通りするんうるサラ髪へ』,,＆ｈｏｎｅｙ,シルキー
3523,&ハニー シャンプー,116,B00M2DPUKI,jp,S,1,1,train,ヘアレシピ シャンプー ハニーアプリコット エンリッチモイスチャーレシピ ポンプ 530mL,,"商品サイズ (幅×奥行×高さ) :77mm×77mm×226mm
原産国:タイ
内容量:530ml",ヘアレシピ,
3526,&ハニー シャンプー,116,B00X51IAR6,jp,S,1,1,train,ヘアレシピ シャンプー ハニーアプリコット エンリッチモイスチャーレシピ 詰め替え 330ml,,"商品サイズ (幅×奥行×高さ) :140mm×65mm×219mm
原産国:タイ
内容量:330ml",ヘアレシピ,
3529,&ハニー シャンプー,116,B075RBZKLM,jp,S,1,1,train,花蜜精 みつばちハニー トリートメントシャンプー 500mL,,"原産国:日本
内容量:500mL
全成分:水、ラウレス硫酸Na、コカミドDEA、 ステアラミドプロピルジメチルアミン、コカミドMEA、ジステアリン酸グリコール、 ポリクオタニウム-10、ハチミツ、アルガニアスピノサ核油、 グリチルリチン酸2K、安息香酸Na、 塩化Na、EDTA-2Na、クエン酸、香料、黄4、橙205
髪質:乾燥",フェニックス,
3535,&ハニー シャンプー,116,B07G1HMYW4,jp,S,1,1,train,ラックス ルミニーク ミステリアスドリーム ノンシリコン シャンプー + トリートメント（ハニー&ミステリアススパイスの香り） 450g + 450g,,"原産国:日本
内容量:900g
髪質:ノーマル",LUX(ラックス),
3536,&ハニー シャンプー,116,B07GC2CFWP,jp,S,1,1,train,トリートメント [ハニーオランジュの香り] 380ml 【濃密保湿】 ダイアンボタニカル ディープモイスト 詰め替え,,"原産国:日本
内容量:380ml
髪質:全髪質対応",ダイアン ボタニカル,
3537,&ハニー シャンプー,116,B07GC651QB,jp,S,1,1,train,シャンプー [ハニーオランジュの香り] 480ml 【濃密保湿】 ダイアンボタニカル ディープモイスト,,"原産国:日本
内容量:480ml
髪質:全髪質対応",ダイアン ボタニカル,
3538,&ハニー シャンプー,116,B07GCN92F9,jp,S,1,1,train,シャンプー [ハニーオランジュの香り] 380ml 【濃密保湿】 ダイアンボタニカル ディープモイスト 詰め替え,,"原産国:日本
内容量:380ml
髪質:全髪質対応",ダイアン ボタニカル,
3539,&ハニー シャンプー,116,B07GRPJ471,jp,S,1,1,train,シャンプー&トリートメント [ツヤ髪] フローラル&ベリーの香り ダイアン パーフェクトビューティ エクストラシャイン 450ml×2,,"✨【傷んだ毛先やパサつきも極上のツヤ髪へ】オーガニックアルガンオイル(※1)と独自の「プラチナケラチン(※2)」で、プラチナのように輝くツヤ髪へ。紫外線やドライヤー熱の乾燥などによりパサつきを感じる毛髪のダメージポイントに届いて潤いを補充し、髪1本1本に輝くようなツヤをもたらします。 ※1 アルガニアスピノサ核油(保湿成分) ※2 加水分解ケラチン(羊毛
✨【こんな人にオススメ】ツヤを出したい / なめらかに潤う仕上がりが好み
✨【フローラル&ベリーの香り】清潔感のある華やかなジャスミンとローズに、甘くフレッシュなカシスやベリーが上品に重なる心地よい香り。ほんのり続く。
✨【もこもこ濃密泡】きめ細やかなもっちり泡が髪も頭皮もうるおしながらやさしく洗う",ダイアン,
3522,&ハニー シャンプー,116,B07T88NTB1,jp,S,1,1,train,ハーバルリーフ オーガニックシャンプー コンディショナー セット しっとり 潤い 高保湿 無添加 アミノ酸 ノンシリコン 天然由来 敏感肌 頭皮ケア 各300ml 日本製,<p>容量：300ml</p> <p><b>子供のころから、敏感肌に悩み続けた「スタイリスト」が開発！</b></p> <p>・肌への刺激が少ない弱酸性<br />・石油系の界面活性剤不使用<br />・全32種類の植物エキス・ヘアケア機能成分を贅沢にブレンド<br />・赤ちゃんも使える天然由来成分配合<br />・合計香料未使用</p> <p>扱いが難しく、美容業界でもまだ多くは知られていない、アミノ酸系原料を贅沢に配合。カラーやパーマによる、ダメージ毛の方はもちろん、髪に元気がなくなった…と、感じられる方にも喜んでいただけるオーガニックシャンプーです。豊かな泡立ちとリラックス効果のあるラベンダー、シダーウッドの香りは、シャンプーのたびにあなたを癒やしてくれます。</p> <p>成分一覧</p> <p>水、ココイルグルタミン酸TEA、ラウラミドDEA、ラウロイルグルタミン酸Na、コカミドプロピルベタイン、PCAイソステアリン酸PEG-40水添ヒマシ油、BG、ジステアリン酸PEG-150、ポリクオタニウム-10、アルガニアスピノサ核油、エルゴチオネイン、グリチルリチン酸2K、ローマカミツレエキス、オドリコソウエキス、ゴボウエキス、セイヨウキズタエキス、アルニカエキス、オランダカラシエキス、ニンニクエキス、ローズマリーエキス、マツエキス、ボタンエキス、アルテア根エキス、フユボダイジュ花エキス、カミツレ花エキス、サトウキビエキス、褐藻エキス、ビワ葉エキス、アミリスバルサミフェラ樹皮油、ニオイテンジクアオイ油、エンピツビャクシン油、ラベンダー油、オレンジ油、レモン果皮油、DPG、リン酸、フェノキシエタノール</p> <p>髪や頭皮にやさしいシャンプーにこだわりました！</p> <p>※「石油系界面活性剤・硫酸系界面活性剤・スルホン酸系界面活性剤・シリコン・合成香料・低純度水・パラベン・タール色素・紫外線吸収・動物性原料・鉱山油・光沢剤・アルコール・酸化防止剤・旧表示指定成分」これら成分は使用しておりません。</p>,"【ベストビューティアワード2年連続受賞】おかげさまでオーガニック無添加シャンプー調査で☆7冠達成☆!!日本ヘッドエステ協会代表理事推薦！
【特長】美容のプロと共同開発した、髪と頭皮にやさしい弱酸性アミノ酸系シャンプー。髪にハリ・コシを与え、クセが強い髪でも整えやすい状態を健やかに保つ『エルゴチオネイン』を配合。妊産婦にやさしいマタニティマーク協賛をいただけるほど低刺激で無添加にこだわった、子供や赤ちゃんも使える肌にやさしいオーガニックシャンプーです。
【香り】ラベンダーエキス、オレンジ油エキス、レモン果皮エキスを配合した天然アロマの香り。心安らぐ香りでリラックスしたバスタイムを。
【品質】Made in JAPAN・国際基準のオーガニック成分配合・32種類の植物（ボタニカル）エキス配合・天然由来成分・肌ストレスを与えない無添加設計（ノンシリコン・ノンパラベン・ノンアルコール・合成香料不使用・動物性原料不使用・鉱物油不使用・紫外線吸収剤不使用など）
【名称】ハーバルリーフ オーガニックシャンプー ※旧ラブロ 【容量】300ml（約1〜2ヶ月分） 【対象】女性（レディース） 男性（メンズ） 子ども（赤ちゃんもOK）",ハーバルリーフ,
3532,&ハニー シャンプー,116,B07T8DJ217,jp,S,1,1,train,ハニーチェ クリーミーハニー シャンプー本体 470ml,ふんわり 魅惑の ほめられハニーの香り<br>〈濃蜜ふわもこホイップでやさしく洗いあげるノンシリコンシャンプー〉<br>サロンメーカーが開発したハチミツヘアケアブランド<br>・生ハチミツと生クリームのとろ～りうるおいケア<br>生ハチミツと生クリーム成分が髪を包みこみ、たっぷりの潤いで満たします。<br>生ハチミツ※1 生クリーム※2<br>・ダメージ知らずのうっとりなめらかヘア<br>ハチミツ由来のダメージケア＆予防成分が、傷んだキューティクルに高蜜着して徹底補修するとともに新たな髪ダメージを予防します。<br>毛髪保護によるダメージ予防※3 UVダメージケア※4 熱ダメージケア※5 ヘアカラー・パーマダメージケア※6※7<br>・こだわりのフリー処方<br>サルフェート、合成着色料、タルク、パラフィン、鉱物油、パラベン、合成酸化防止剤、PG<br><br>※1 ハチミツ（保湿）<br>※2 乳脂（保湿）<br>※3 加水分解ハチミツタンパク（保護）<br>※4 シア脂（保護）<br>※5 γ-ドコサラクトン（補修）<br>※6 γ-ドコサラクトン（毛髪保護による褪色防止）<br>※7 ジラウロイルグルタミン酸リシンNa（補修）,常温,ハニーチェ,
3504,&ハニー シャンプー,116,B07X4Y3WHX,jp,S,1,1,train,アンドハニー ディープモイスト シャンプー トリートメント 詰め替え セット『超しっとり オーガニック 処方の集中保湿』,【商品説明】 特徴（特長） ●90％以上配合された保湿&保護成分が、髪に潤いを閉じ込めます。 ●保水力の秘密：常識を超えた高い水分量で新感覚の潤いを実感。 ●保湿力の秘密：うるおい成分が髪を包み込み、髪の水分量をキープ。 ●オーガニック処方の秘密：ナチュラルな成分で、潤いを引き出します。 ●ハチミツ色の秘密：液の色も質感もボトルも、全てハチミツにこだわりました。 ●6つのフリー処方：サルフェート（ラウレス硫酸Naなど）フリー、パラベンフリー、合成着色料フリー、鉱物油フリー、合成酸化防止剤フリー、動物実験フリー ●ラベンダーハニーの香り（フランス産ラベンダー使用） ●つめかえ用 【保管および取扱上の注意】 保管および取扱上の注意 ●頭皮にあわない時、傷、はれもの、湿疹等、異常のある時は使用しないで下さい。 ●使用中や使用後に赤み、はれ、かゆみ、刺激等の異常が現れた時は使用を中止し、皮膚科専門医等にご相談されることをおすすめします。 ●目に入った時は。直ちに洗い流して下さい。 ●乳幼児の手の届かない所に保管して下さい。 ●極端に高温又は低温な場所、直射日光の当たる場所には保管しないで下さい。 ●天然成分を使用しているため色調が変化する場合がありますが、品質上問題はありません。 【お問い合わせ先】 問い合わせ先 株式会社ヴィークレア お客様相談室 電話番号 03-6804-5033 受付時間 10:00～18:00（土・日・祝日を除く） 販売元企業名 株式会社ヴィークレア 【商品情報】 規格 シャンプー1.0 350g トリートメント2.0 350g ブランド名 アンドハニー,,＆ｈｏｎｅｙ,ディープモイスト
3506,&ハニー シャンプー,116,B07XPBDWZ6,jp,S,1,1,train,&honey JAM&BUTTER シャンプートリートメントセット,甘酸っぱく香る秋の限定品 「Jam&Butter」を新発売,,アンドハニー,
3507,&ハニー シャンプー,116,B07Y35KZY2,jp,S,1,1,train,[KUNDAL公式]クンダル ネイチャー シャンプー 500ml ホワイトムスク Nature Shampoo 500ml White musk 全成分EWGグリーンレベル・pH弱酸性・自然由来界面活性剤・植物由来界面活性剤 ・弱酸性・ノンシリコン・ノンパラベン・アミノ酸 シャンプー・ボトル・ヘアケア・頭皮ケア・乾燥頭皮・無添加 ・くせ毛 ・,"【 女性雑誌『mini』(2019.12月号)にも紹介されました ！】 さらに、1秒に１個販売！42,386件以上のレビュー！達成しました！ 【ハニー＆マカダミア総10,000ppm配合！】 ハチミツエキスとマカダミア種エキスが多量配合されてるKUNDALネイチャーシャンプーは毛髪の保湿力を高めてサラサラヘアに！ 【 pHバランス頭皮ケア】 皮膚保護膜維持に役に立って健康な頭皮環境とツヤツヤしてサラサラな毛髪になります。 【 全成分EWGグリーンレベル】 目で直接確認できるやさしい成分で、皮膚に良くない成分を減らしてご使用できるようにEWGグリーンレベルの成分で作りました！ 【植物由来界面活性剤使用！】 KUNDALシャンプーは植物由来活性剤5種類を配合し、頭皮に刺激が少ないしっとりしたディープクレンジングでスッキリした頭皮管理ができます。","商品名：ネイチャーシャンプー500ml
メーカー・ブランド名：KUNDAL
サイズ：7.5X7.5X17.5 (cm)
原産国：韓国
内容量：500ml",KUNDAL,
3509,&ハニー シャンプー,116,B086ZS4RT1,jp,S,1,1,train,アンドハニー メルティ モイストリペア ヘアパック 1.5『うねりやくせを整えるハチミツうねりケア』130g,＆ハニー メルティ は髪の水分量に着目し、さらにうねり・くせ毛のケアに特化したシリーズです。<br> 従来のシャンプーの常識(12%)を超えた、高い水分量の”14％”を実現するために、製品の90％以上をマヌカハチミツ・ローヤルゼリー等をはじめとした保湿＆保護成分で構成しています。<br> マヌカハチミツ60%、ローズハチミツ20%、国内産生ハチミツ20%と、3種類のハチミツを独自比率で配合することで、髪の水分量を高め、うねり・くせ毛のケアを実現します。,"＆ハニー メルティ は髪の水分量に着目し、さらにうねり・くせ毛のケアに特化したシリーズです。
従来のシャンプーの常識(12%)を超えた、高い水分量の”14％”を実現するために、製品の90％以上をマヌカハチミツ・ローヤルゼリー等をはじめとした保湿＆保護成分で構成しています。
マヌカハチミツ60%、ローズハチミツ20%、国内産生ハチミツ20%と、3種類のハチミツを独自比率で配合することで、髪の水分量を高め、うねり・くせ毛のケアを実現します。",＆ｈｏｎｅｙ,ボトル
3511,&ハニー シャンプー,116,B08D34K35P,jp,S,1,1,train,ハニーチェ ピーチクリームスムージー ペアセット,成分： ・ハニーチェ　ピーチクリームスムージー　シャンプー<br> 水、コカミドプロピルベタイン、オレフィン(C14-16)スルホン酸Na、塩化Na、ハチミツ、乳脂、モモ果汁、シア脂、加水分解ハチミツタンパク、γ-ドコサラクトン、ジラウロイルグルタミン酸リシンNa、セイヨウハッカ油、セバシン酸ジエチル、コカミドメチルMEA、PEG-40水添ヒマシ油、ポリクオタニウム-10、ポリクオタニウム-7、デシルグルコシド、クエン酸、クエン酸Na、BG、メントール、EDTA-2Na、安息香酸Na、フェノキシエタノール、香料 <br><br> ・ハニーチェ　ピーチクリームスムージー　トリートメント<br> 水、セテアリルアルコール、水添ポリイソブテン、グリセリン、ジメチコン、ベヘントリモニウムクロリド、ハチミツ、乳脂、モモ果汁、シア脂、加水分解ハチミツタンパク、γ-ドコサラクトン、ジラウロイルグルタミン酸リシンNa、セイヨウハッカ油、セバシン酸ジエチル、ジアルキル(C12-18)ジモニウムクロリド、ベヘニルアルコール、フェニルトリメチコン、ステアリン酸グリセリル、アモジメチコン、アミノプロピルジメチコン、ジメチコノール、クエン酸、クエン酸Na、イソプロパノール、BG、フェノキシエタノール、安息香酸Na、メントール、香料 <br><br> ・ハニーチェ クリーミーハニー シャンプー<br> 水、コカミドプロピルベタイン、オレフィン(C14-16)スルホン酸Na、塩化Na、ハチミツ、加水分解ハチミツタンパク、乳脂、シア脂、γ-ドコサラクトン、ジラウロイルグルタミン酸リシンNa、コカミドメチルMEA、PEG-40水添ヒマシ油、ポリクオタニウム-10、ポリクオタニウム-7、デシルグルコシド、クエン酸、EDTA-2Na、クエン酸Na、セバシン酸ジエチル、安息香酸Na、フェノキシエタノール、香料 <br><br> ・ハニーチェ クリーミーハニー ヘアマスク<br> 水、水添ポリイソブテン、セテアリルアルコール、ジメチコン、ベヘントリモニウムクロリド、ステアリン酸グリセリル、DPG、ハチミツ、加水分解ハチミツタンパク、乳脂、シア脂、γ-ドコサラクトン、ジラウロイルグルタミン酸リシンNa、ジアルキル(C12-18)ジモニウムクロリド、フェニルトリメチコン、アモジメチコン、グアーヒドロキシプロピルトリモニウムクロリド、ジココジモニウムクロリド、ステアルトリモニウムクロリド、クエン酸、セバシン酸ジエチル、クエン酸Na、イソプロパノール、エタノール、カラメル、フェノキシエタノール、安息香酸Na、香料,"内容量： 470mL+470mL+10ml+10g
特徴：みずみずしいピーチでうるおうノンシリコンシャンプーとトリートメントのセット。クリーミーハニー シャンプー&ヘアマスク 1day お試し付き。 ダメージヘアを徹底補修するとともに新たなダメージを予防、 さらに、ほんのりミントで地肌と髪をひんやり心地よくケアします。
区　分：シャンプー、ヘアトリートメント、ヘアパック／日本製
ご注意：本品記載の使用法・使用上の注意をよくお読みの上ご使用下さい。",ハニーチェ,
3512,&ハニー シャンプー,116,B08M2RXM52,jp,S,1,1,train,ヘアレシピ和の実 しっとり ギフトパック(トートバック付) シャンプー セット 2個アソート,,"サイズ:350ml+350g
原産国:日本
内容量:350+350ml+g
髪質:乾燥",ヘアレシピ,
3513,&ハニー シャンプー,116,B08VXVCLXX,jp,S,1,1,train,KOSE コーセー ジュレーム リラックス シャンプー (ソフト&モイスト) つめかえ 360mL かたい・パサつく髪を超しっとりやわらかに フローラルハニーの香り 詰替え用 360ミリリットル (x 1),,"サイズ:360mL
香り:フローラルハニーの香り
原産国:日本
内容量:360mL
髪質:ダメージ",ジュレーム,
3516,&ハニー シャンプー,116,B09685T987,jp,S,1,1,train,【限定品】アンドハニー &honey Melty ラプンツェル限定デザイン シャンプー&ヘアトリートメントペアセット,Melty（アンドハニー メルティ）は、ハチミツをはじめとする保水成分にこだわった、オーガニックヘアケア。水分量をコントロールし、くせ毛や髪のうねりをケア。,,&honey,
3517,&ハニー シャンプー,116,B098F92VRP,jp,S,1,1,train,シャンプー&トリートメント [ツヤ&ダメージ補修] シャイニーベリーの香り 〈限定ミニヘアオイルミスト付き〉パーフェクトビューティー ミラクルユー シャイン! シャイン! セット 450ml×2,,"独自のプリズムリペア処方で髪の深部まで補修し、指通りなめらかでプリズムのように芯から輝くツヤ髪へ。ミラクルユー シャイン！シャイン！シリーズのシャンプー＆トリートメントとミニサイズのヘアオイルミストのお得な限定セット
【シャンプー＆トリートメント】●プリズムリペア処方 (1)プラチナゴールドケラチン：髪の内側に浸透。潤いながら美しいツヤ髪へ。
(2)エルカラクトン：アイロン・ドライヤーの熱から髪を守り、補修します。
(3)プリズムシャインコート：乾燥から髪を守り、キューティクルを整えてツヤを生み出します。
シャイニーベリーの香り",ダイアン,無色
